delta,ax,ay,az,mx,my,mz,gx,gy,gz,pitch,roll,yaw
0.101,-1.000,-0.248,0.791,-22.000,26.000,9.000,-0.805,0.967,-1.822,-0.13,-2.36,2.36
0.101,-0.961,-0.134,0.923,-20.000,27.000,16.000,0.636,2.080,-1.050,-0.20,-2.38,2.58
0.100,-0.726,-0.067,0.834,-21.000,26.000,19.000,1.368,1.511,0.330,-0.33,-2.50,2.66
0.100,-0.526,-0.220,0.362,-22.000,20.000,31.000,0.745,1.814,-0.050,-0.47,-2.52,2.78
0.101,-0.365,-0.175,0.736,-26.000,20.000,25.000,0.652,1.123,-0.175,-0.56,-2.54,2.87
0.100,-0.280,-0.322,0.929,-28.000,16.000,27.000,0.458,0.725,-0.247,-0.60,-2.55,2.94
0.091,-0.246,-0.146,0.868,-25.000,14.000,29.000,0.167,0.560,-0.885,-0.60,-2.50,3.06
0.102,-0.249,-0.474,1.114,-25.000,15.000,26.000,0.358,0.411,-0.420,-0.61,-2.49,3.13
0.101,-0.147,-0.440,0.742,-25.000,13.000,22.000,0.642,0.544,0.192,-0.67,-2.55,-3.14
0.100,-0.174,-0.639,0.856,-26.000,12.000,18.000,1.291,-0.386,1.198,-0.69,-2.78,2.98
0.100,-0.048,-0.508,0.701,-24.000,2.000,19.000,1.548,1.290,2.371,-0.86,3.13,2.68
0.100,0.213,-0.220,0.686,-30.000,-7.000,19.000,0.417,1.507,1.387,-1.00,2.87,2.41
0.101,0.348,-0.538,0.635,-28.000,-12.000,21.000,-0.440,1.492,0.758,-1.12,2.68,2.14
0.101,0.390,-0.635,0.863,-30.000,-16.000,19.000,-0.556,1.783,1.197,-1.19,2.24,1.61
0.100,0.556,-0.579,0.706,-30.000,-25.000,23.000,-0.845,1.742,0.533,-1.23,1.82,1.08
0.101,0.666,-0.413,0.352,-26.000,-31.000,20.000,1.034,1.594,2.023,-1.02,1.35,0.68
0.100,0.837,-0.467,0.257,-25.000,-39.000,11.000,-0.009,1.498,0.406,-0.94,1.15,0.45
0.101,0.881,0.232,0.457,-21.000,-43.000,6.000,-0.017,0.703,0.870,-0.83,1.10,0.40
0.100,0.913,-0.350,0.279,-18.000,-42.000,12.000,-0.467,0.446,0.948,-0.73,1.14,0.41
0.100,0.915,-0.247,0.031,-10.000,-45.000,9.000,-0.004,-0.077,2.856,-0.47,1.22,0.57
0.101,0.857,0.793,-0.144,-2.000,-47.000,10.000,-0.757,-1.796,0.469,-0.49,1.40,0.78
0.100,0.758,0.369,0.046,1.000,-44.000,22.000,-1.775,-2.868,0.170,-0.48,1.72,1.10
0.100,0.618,0.303,0.260,6.000,-36.000,34.000,-0.794,-1.841,-0.338,-0.48,1.89,1.31
0.091,0.305,0.583,0.958,8.000,-21.000,40.000,-0.769,-4.048,0.429,-0.30,2.09,1.65
0.101,0.068,0.699,0.729,11.000,-5.000,43.000,0.186,-3.099,1.127,-0.04,2.11,1.87
0.100,-0.211,0.625,0.802,13.000,4.000,40.000,0.184,-2.975,1.203,0.22,2.07,2.07
0.100,-0.322,0.580,0.554,12.000,14.000,32.000,0.288,-1.237,0.846,0.36,2.02,2.15
0.101,-0.482,0.472,0.547,10.000,20.000,23.000,0.088,-1.529,0.552,0.48,1.96,2.28
0.100,-0.561,0.718,0.623,7.000,19.000,23.000,0.215,-1.294,0.026,0.53,1.87,2.42
0.101,-0.697,0.458,0.576,7.000,23.000,25.000,0.459,-1.262,-0.170,0.56,1.74,2.57
0.100,-0.646,0.572,0.832,2.000,22.000,23.000,0.229,-0.489,-0.273,0.55,1.69,2.64
0.101,-0.679,0.434,0.478,0.000,24.000,25.000,0.771,-1.132,0.929,0.65,1.53,2.78
0.100,-0.815,0.325,0.553,-1.000,25.000,24.000,0.257,-0.848,0.117,0.67,1.43,2.90
0.111,-0.888,-0.091,0.577,-8.000,25.000,25.000,-0.534,-0.622,1.886,0.88,1.38,3.06
0.101,-0.954,-0.207,0.262,-12.000,26.000,28.000,-0.714,0.915,1.357,1.04,1.55,2.94
0.091,-0.856,0.355,0.896,-15.000,21.000,35.000,-0.985,0.837,0.837,1.12,1.78,2.79
0.100,-0.848,0.036,0.489,-16.000,14.000,37.000,0.065,2.836,2.504,1.17,2.61,1.87
0.101,-0.702,-0.303,0.820,-19.000,6.000,39.000,0.380,1.212,0.805,1.10,2.83,1.59
0.091,-0.682,-0.512,1.170,-22.000,4.000,38.000,-0.080,0.543,0.773,1.07,2.98,1.43
0.100,-0.504,-0.697,1.024,-24.000,-3.000,39.000,-0.608,-0.309,1.369,1.11,-2.98,1.14
0.101,-0.542,-0.054,0.551,-23.000,-5.000,35.000,0.034,-1.525,2.345,1.15,-2.37,0.47
0.101,-0.545,-0.539,0.886,-21.000,-5.000,40.000,-0.952,-2.083,2.515,1.02,-1.68,-0.19
0.110,-0.679,-0.703,0.541,-15.000,-4.000,43.000,-1.080,-1.625,2.453,0.75,-1.35,-0.45
0.090,-0.802,-0.144,1.287,-13.000,-2.000,38.000,-1.049,-1.328,1.552,0.58,-1.18,-0.55
0.101,-0.642,0.087,0.774,-10.000,-8.000,41.000,-0.078,0.910,1.851,0.44,-1.25,-0.38
0.100,-0.345,-0.343,0.940,-7.000,-12.000,45.000,-0.503,1.321,1.481,0.35,-1.26,-0.19
0.101,-0.187,-0.162,0.393,-4.000,-20.000,43.000,0.163,1.011,2.380,0.15,-1.31,-0.02
0.101,-0.114,-0.410,0.675,0.000,-22.000,42.000,-0.219,0.156,1.879,-0.03,-1.28,0.05
0.110,-0.111,-0.375,0.992,-2.000,-25.000,35.000,-0.189,1.073,1.705,-0.18,-1.23,0.23
0.090,0.039,-1.142,0.464,0.000,-25.000,40.000,-1.222,-1.534,-0.994,-0.15,-1.14,0.07
0.101,-0.197,-0.812,0.864,1.000,-21.000,43.000,0.207,-0.662,-1.639,-0.02,-1.16,-0.05
0.101,-0.259,-1.058,1.000,-2.000,-16.000,45.000,-0.937,-0.096,-4.122,0.34,-1.03,-0.24
0.111,-0.691,-0.836,0.714,-4.000,-14.000,44.000,-0.738,-0.691,-5.227,0.73,-0.66,-0.75
0.090,-0.968,-0.359,0.669,1.000,-8.000,45.000,-1.294,-0.199,-6.818,0.90,0.12,-1.61
0.102,-0.614,0.141,0.907,1.000,-2.000,45.000,-1.033,-0.030,-3.990,0.73,0.62,-2.15
0.090,-0.579,0.971,0.775,8.000,-1.000,47.000,-0.805,-0.045,-2.217,0.60,0.80,-2.32
0.102,-0.378,0.799,0.899,8.000,-3.000,46.000,1.484,0.341,-0.246,0.61,0.66,-2.36
0.100,-0.285,0.733,0.698,5.000,-9.000,46.000,-0.504,0.765,-0.941,0.60,0.79,-2.50
0.100,-0.109,0.850,0.628,12.000,-6.000,38.000,-2.479,0.229,-2.548,0.41,1.12,-2.68
0.100,0.062,1.117,0.578,18.000,-8.000,32.000,-0.338,1.300,-2.074,0.26,1.22,-2.89
0.101,-0.051,0.495,0.618,22.000,-17.000,31.000,0.738,1.884,-2.265,0.12,1.18,3.13
0.100,0.550,0.448,0.326,17.000,-29.000,35.000,0.225,1.858,-1.985,-0.01,1.17,2.88
0.100,0.695,0.053,0.389,11.000,-37.000,29.000,0.191,2.021,-1.724,-0.09,1.13,2.63
0.101,0.793,0.123,0.462,1.000,-40.000,21.000,-0.569,1.361,-1.310,-0.17,1.15,2.45
0.100,0.823,0.148,-0.449,-1.000,-45.000,8.000,0.495,2.410,-0.957,-0.17,1.07,2.18
0.101,0.784,0.207,-0.535,-7.000,-43.000,4.000,0.157,2.231,-0.769,-0.14,1.02,1.95
0.101,0.683,0.043,-0.617,-10.000,-45.000,-3.000,0.488,2.262,-0.346,-0.06,0.96,1.74
0.101,0.674,0.211,-0.719,-10.000,-43.000,-13.000,0.725,1.276,0.321,0.02,0.90,1.66
0.100,0.569,0.157,-0.757,-8.000,-41.000,-18.000,0.491,1.672,0.270,0.14,0.87,1.55
0.101,0.289,0.110,-0.924,-5.000,-35.000,-31.000,0.918,2.249,0.708,0.33,0.83,1.42
0.091,0.229,0.268,-0.821,0.000,-33.000,-30.000,0.789,1.318,0.901,0.48,0.79,1.38
0.100,0.142,0.293,-0.732,1.000,-24.000,-40.000,0.316,0.817,0.161,0.55,0.80,1.33
0.111,0.070,0.436,-0.840,2.000,-24.000,-40.000,0.340,0.603,-0.037,0.61,0.82,1.26
0.091,0.018,0.517,-0.923,4.000,-21.000,-38.000,0.236,0.717,-0.301,0.65,0.85,1.18
0.100,-0.056,0.473,-0.947,4.000,-15.000,-42.000,0.062,0.750,-0.664,0.66,0.94,1.05
0.100,-0.087,0.478,-0.878,4.000,-16.000,-40.000,0.294,0.333,-0.513,0.65,0.97,0.97
0.101,-0.060,0.566,-0.991,6.000,-14.000,-42.000,0.247,0.186,-0.763,0.61,1.00,0.90
0.101,-0.069,0.550,-0.887,4.000,-14.000,-37.000,0.068,0.260,-0.978,0.56,1.06,0.81
0.100,-0.113,0.437,-1.098,4.000,-13.000,-45.000,0.317,0.778,-0.990,0.51,1.11,0.68
0.101,-0.101,0.392,-1.000,7.000,-12.000,-44.000,0.142,0.003,-0.880,0.44,1.13,0.63
0.101,-0.083,0.444,-1.173,6.000,-13.000,-49.000,0.055,-0.680,-0.672,0.36,1.13,0.67
0.100,0.022,0.479,-0.953,5.000,-18.000,-41.000,-0.027,-1.061,-0.510,0.27,1.13,0.75
0.101,0.147,0.432,-0.864,6.000,-22.000,-39.000,-0.151,-1.187,-0.566,0.17,1.14,0.84
0.101,0.281,0.516,-0.803,5.000,-26.000,-36.000,0.233,-1.184,-0.260,0.10,1.12,0.95
0.100,0.378,0.466,-0.704,6.000,-30.000,-35.000,0.250,-1.066,-0.121,0.03,1.10,1.04
0.100,0.465,0.197,-0.410,5.000,-35.000,-33.000,0.656,-0.688,0.583,0.03,1.05,1.14
0.111,0.541,0.533,-0.633,8.000,-37.000,-28.000,0.044,-1.532,-0.791,-0.15,1.06,1.24
0.080,0.659,0.740,-0.380,9.000,-44.000,-22.000,1.048,-1.644,-1.258,-0.31,0.99,1.30
0.100,0.786,0.360,-0.064,3.000,-47.000,-15.000,0.341,-1.484,-1.659,-0.55,0.96,1.34
0.101,0.845,0.176,0.053,-3.000,-49.000,-8.000,-0.099,-1.392,-1.260,-0.75,1.00,1.40
0.112,0.834,0.201,0.180,-6.000,-46.000,0.000,-0.360,-1.403,-0.761,-0.92,1.14,1.54
0.101,0.816,0.083,0.299,-9.000,-47.000,1.000,-0.214,-1.573,-1.139,-1.09,1.31,1.75
0.101,0.816,0.193,0.448,-12.000,-44.000,8.000,-0.077,-1.178,-0.725,-1.19,1.53,1.99
0.091,0.794,-0.310,0.557,-16.000,-41.000,17.000,0.177,-0.888,-0.817,-1.26,1.72,2.23
0.100,0.718,-0.149,0.384,-20.000,-36.000,15.000,0.062,-0.801,-0.766,-1.32,2.04,2.58
0.100,0.607,-0.354,0.591,-20.000,-30.000,17.000,0.147,-1.188,-1.373,-1.33,2.73,-2.97
0.101,0.490,-0.225,0.661,-25.000,-25.000,23.000,0.548,-1.666,-1.110,-1.19,3.12,-2.50
0.101,0.370,-0.318,0.824,-26.000,-18.000,23.000,0.621,-1.368,-1.326,-1.05,-2.97,-2.22
0.100,0.247,-0.596,0.813,-27.000,-11.000,21.000,0.116,-0.721,-0.359,-0.98,-2.96,-2.18
0.101,0.193,-0.541,0.823,-26.000,-9.000,21.000,0.529,-0.760,-0.110,-0.90,-3.02,-2.19
0.101,0.094,-0.523,0.716,-28.000,-5.000,10.000,0.364,-0.898,-0.371,-0.82,-3.03,-2.15
0.101,-0.019,-0.703,0.852,-31.000,-5.000,8.000,0.205,-1.014,-0.550,-0.71,-3.02,-2.10
0.100,-0.100,-0.753,0.921,-32.000,-7.000,13.000,-0.140,-0.745,-0.201,-0.64,-3.00,-2.09
0.091,-0.142,-0.617,0.882,-35.000,-7.000,12.000,-0.173,-0.737,-0.014,-0.57,-2.99,-2.10
0.100,-0.225,-0.524,0.898,-36.000,1.000,15.000,-0.435,-1.156,-0.359,-0.46,-2.94,-2.09
0.101,-0.382,-0.449,0.845,-37.000,8.000,21.000,-0.413,-1.578,-0.551,-0.29,-2.90,-2.07
0.101,-0.479,-0.408,0.720,-33.000,9.000,15.000,-0.552,-1.135,-0.004,-0.18,-2.85,-2.10
0.101,-0.556,-0.499,0.551,-33.000,14.000,18.000,-0.359,-0.391,-0.105,-0.13,-2.82,-2.11
0.101,-0.616,-0.428,0.850,-28.000,14.000,21.000,-0.807,-0.977,-0.131,-0.03,-2.74,-2.13
0.101,-0.722,-0.282,0.726,-27.000,19.000,28.000,-1.427,-1.451,0.386,0.08,-2.60,-2.24
0.101,-0.808,-0.436,0.809,-27.000,19.000,21.000,-1.553,-1.176,0.804,0.14,-2.42,-2.38
0.101,-0.827,-0.384,0.671,-24.000,18.000,19.000,-1.159,-0.340,1.043,0.09,-2.29,-2.48
0.101,-0.793,-0.491,0.789,-25.000,14.000,28.000,-1.311,0.123,0.823,0.02,-2.16,-2.53
0.101,-0.706,-0.205,0.686,-24.000,6.000,32.000,-1.304,0.539,1.084,-0.10,-2.02,-2.54
0.101,-0.626,-0.374,0.616,-21.000,0.000,37.000,-1.705,0.457,1.062,-0.21,-1.85,-2.54
0.101,-0.570,-0.021,0.745,-16.000,-2.000,40.000,-1.207,0.356,1.075,-0.32,-1.72,-2.53
0.100,-0.509,0.142,0.864,-11.000,-4.000,47.000,-1.351,0.143,0.837,-0.40,-1.58,-2.52
0.101,-0.469,0.187,0.737,0.000,-9.000,45.000,-2.361,0.327,0.263,-0.42,-1.32,-2.48
0.101,-0.440,0.250,0.607,12.000,-9.000,49.000,-2.188,0.664,0.196,-0.40,-1.06,-2.41
0.100,-0.417,0.399,0.627,20.000,-14.000,46.000,-2.233,0.368,-0.136,-0.37,-0.82,-2.38
0.091,-0.400,0.613,0.552,32.000,-11.000,40.000,-2.771,0.370,-0.186,-0.32,-0.56,-2.37
0.100,-0.344,0.757,0.235,39.000,-13.000,34.000,-2.168,0.166,-0.102,-0.30,-0.35,-2.38
0.100,-0.382,0.973,0.369,43.000,-10.000,33.000,-1.271,-0.234,0.143,-0.32,-0.23,-2.37
0.100,-0.411,1.185,0.089,43.000,-10.000,27.000,0.597,-0.858,-0.052,-0.40,-0.31,-2.41
0.101,-0.405,0.939,0.207,40.000,-12.000,33.000,0.666,-1.042,-0.816,-0.47,-0.45,-2.54
0.101,-0.376,0.958,0.585,37.000,-14.000,31.000,0.290,-0.730,-0.543,-0.50,-0.53,-2.64
0.100,-0.358,0.739,0.318,35.000,-13.000,27.000,0.297,-0.676,-0.687,-0.51,-0.62,-2.75
0.100,-0.336,0.717,0.449,33.000,-15.000,30.000,0.696,-1.238,-0.620,-0.56,-0.76,-2.90
0.100,-0.350,0.582,0.649,35.000,-10.000,33.000,0.654,-1.290,-0.636,-0.59,-0.92,-3.07
0.100,-0.331,0.628,0.563,32.000,-10.000,38.000,0.436,-1.143,-0.625,-0.60,-1.04,3.05
0.101,-0.353,0.790,0.526,30.000,-7.000,40.000,0.450,-1.029,-0.679,-0.58,-1.17,2.90
0.100,-0.312,0.907,0.377,25.000,-5.000,42.000,0.262,-0.456,-1.098,-0.48,-1.24,2.80
0.101,-0.236,0.859,0.432,19.000,-5.000,41.000,0.467,-0.394,-1.457,-0.34,-1.32,2.71
0.100,-0.142,0.927,0.601,16.000,-2.000,37.000,0.275,0.248,-1.518,-0.18,-1.34,2.69
0.101,0.012,0.707,0.730,20.000,-2.000,29.000,0.146,0.369,-1.426,-0.03,-1.35,2.69
0.100,0.159,0.901,0.625,22.000,-8.000,34.000,0.581,0.884,-1.059,0.09,-1.40,2.75
0.090,0.295,0.700,0.676,26.000,-12.000,34.000,0.439,1.354,-0.721,0.17,-1.45,2.86
0.111,0.405,0.632,0.528,25.000,-20.000,33.000,0.052,1.677,-0.864,0.28,-1.49,3.03
0.090,0.551,0.837,0.671,21.000,-27.000,33.000,0.044,1.402,-0.388,0.32,-1.53,-3.12
0.101,0.629,0.673,0.483,17.000,-36.000,28.000,-0.068,1.829,-0.509,0.36,-1.58,-2.93
0.100,0.739,0.699,0.176,13.000,-39.000,19.000,-0.097,1.348,-0.485,0.39,-1.63,-2.79
0.100,0.746,0.370,0.150,9.000,-39.000,15.000,0.177,1.521,-0.764,0.43,-1.72,-2.61
0.100,0.743,0.309,-0.291,9.000,-44.000,11.000,0.175,1.952,-0.953,0.47,-1.85,-2.38
0.100,0.703,0.387,-0.353,6.000,-44.000,2.000,0.366,2.252,-0.377,0.41,-1.99,-2.13
0.101,0.634,0.556,-0.359,6.000,-45.000,-9.000,0.899,2.385,0.332,0.25,-2.15,-1.92
0.100,0.522,0.430,-0.522,10.000,-41.000,-19.000,1.525,2.355,0.719,0.03,-2.33,-1.78
0.100,0.359,0.530,-0.462,17.000,-37.000,-23.000,-0.004,2.038,-0.127,-0.12,-2.32,-1.61
0.101,0.134,0.929,-0.749,22.000,-30.000,-33.000,1.423,1.937,1.132,-0.34,-2.45,-1.54
0.100,0.028,1.074,-0.454,26.000,-25.000,-30.000,0.860,1.042,0.239,-0.43,-2.50,-1.48
0.101,0.060,1.046,-0.152,30.000,-21.000,-29.000,1.886,1.082,0.018,-0.53,-2.65,-1.40
0.101,-0.217,1.262,-0.447,40.000,-14.000,-23.000,2.552,2.385,0.149,-0.75,-2.83,-1.29
0.100,-0.103,0.991,0.102,37.000,-13.000,-24.000,1.010,0.448,-1.051,-0.75,-2.81,-1.13
0.091,0.056,1.203,0.140,39.000,-14.000,-21.000,0.348,0.064,-1.013,-0.72,-2.74,-1.00
0.100,0.199,0.829,-0.312,40.000,-21.000,-18.000,-0.011,0.767,-1.274,-0.73,-2.59,-0.78
0.101,0.233,0.979,0.025,38.000,-24.000,-19.000,0.991,1.251,-1.565,-0.74,-2.49,-0.50
0.100,0.383,0.979,0.119,36.000,-27.000,-11.000,0.660,1.572,-1.830,-0.73,-2.32,-0.16
0.111,0.537,0.444,-0.284,33.000,-28.000,-23.000,0.317,1.669,-2.367,-0.63,-2.10,0.21
0.091,0.673,0.309,-0.080,26.000,-35.000,-28.000,-0.353,0.924,-2.217,-0.50,-1.96,0.40
0.101,0.833,0.217,-0.343,22.000,-33.000,-29.000,-0.217,0.777,-1.892,-0.36,-1.88,0.54
0.101,0.911,0.187,-0.224,16.000,-33.000,-33.000,-0.200,0.980,-1.647,-0.24,-1.81,0.68
0.101,0.874,-0.037,-0.364,11.000,-35.000,-27.000,-0.328,0.882,-1.563,-0.12,-1.76,0.80
0.101,0.871,-0.241,-0.376,7.000,-30.000,-33.000,-0.856,0.502,-1.429,0.00,-1.67,0.87
0.100,0.784,-0.219,-0.579,0.000,-25.000,-35.000,-0.651,0.806,-0.506,0.04,-1.61,0.95
0.101,0.672,-0.285,-0.621,-1.000,-25.000,-36.000,0.235,1.599,-1.406,0.16,-1.65,1.12
0.111,0.570,-0.506,-0.854,-2.000,-16.000,-41.000,0.125,1.242,-0.968,0.25,-1.70,1.27
0.090,0.489,-0.512,-0.839,-4.000,-15.000,-40.000,0.023,0.979,-0.813,0.30,-1.74,1.37
0.101,0.380,-0.336,-0.622,-6.000,-8.000,-42.000,-0.293,0.480,-0.551,0.35,-1.74,1.44
0.101,0.346,-0.582,-0.676,-8.000,-8.000,-39.000,-0.166,0.420,-0.616,0.40,-1.75,1.50
0.101,0.251,-0.585,-0.917,-5.000,-2.000,-43.000,-0.096,0.723,-0.124,0.40,-1.79,1.58
0.091,0.208,-0.398,-0.629,-5.000,0.000,-39.000,-0.034,0.092,0.003,0.39,-1.80,1.60
0.100,0.237,-0.801,-0.920,-4.000,2.000,-35.000,0.089,0.440,-0.520,0.43,-1.85,1.66
0.101,0.116,-0.624,-0.918,-1.000,5.000,-33.000,-0.058,0.540,-0.836,0.50,-1.90,1.76
0.100,-0.018,-0.546,-0.947,0.000,5.000,-35.000,-0.038,0.649,-1.266,0.59,-1.98,1.89
0.100,-0.122,-0.372,-0.784,3.000,6.000,-34.000,-0.342,0.311,-0.685,0.64,-2.01,1.97
0.101,-0.164,-0.473,-0.884,5.000,9.000,-34.000,-0.403,0.116,-0.209,0.66,-2.00,2.01
0.100,-0.143,-0.595,-0.842,4.000,6.000,-29.000,-0.178,0.276,-0.431,0.68,-2.04,2.08
0.100,-0.201,-0.708,-0.772,5.000,9.000,-34.000,-0.234,0.466,-0.760,0.73,-2.10,2.19
0.101,-0.303,-0.586,-0.765,5.000,11.000,-42.000,-0.483,0.330,-1.104,0.81,-2.16,2.33
0.101,-0.375,-0.572,-0.595,5.000,12.000,-39.000,-0.732,-0.643,-1.112,0.94,-2.11,2.35
0.101,-0.384,-0.744,-0.582,5.000,12.000,-51.000,-1.273,-1.322,-1.367,1.12,-1.91,2.25
0.101,-0.399,-1.028,-0.567,-8.000,17.000,-58.000,-1.521,-0.490,-1.919,1.33,-1.81,2.31
0.101,-0.411,-0.879,-0.520,-22.000,16.000,-46.000,-1.280,-0.376,-1.014,1.45,-1.65,2.28
0.101,-0.443,-0.573,-0.344,-24.000,16.000,-49.000,-0.591,-0.388,-0.438,1.50,-1.29,1.97
0.101,-0.472,-0.671,-0.423,-21.000,15.000,-45.000,-0.231,-0.160,-0.200,1.53,-1.02,1.73
0.100,-0.517,-0.778,-0.438,-20.000,16.000,-41.000,-0.022,0.344,-0.054,1.54,-2.59,-2.98
0.101,-0.568,-0.866,-0.462,-19.000,18.000,-45.000,-0.114,0.869,0.215,1.44,-2.93,-2.63
0.101,-0.561,-0.897,-0.387,-18.000,16.000,-38.000,-0.284,0.951,0.510,1.32,-2.84,-2.68
0.091,-0.547,-0.907,-0.339,-18.000,17.000,-40.000,-0.029,0.892,0.622,1.22,-2.80,-2.73
0.101,-0.535,-0.733,-0.382,-19.000,15.000,-38.000,-0.172,0.810,0.766,1.11,-2.73,-2.79
0.101,-0.436,-1.053,-0.235,-17.000,18.000,-35.000,-0.234,1.284,0.680,0.96,-2.71,-2.79
0.101,-0.435,-0.846,-0.098,-19.000,11.000,-32.000,0.017,0.923,0.861,0.84,-2.69,-2.83
0.101,-0.331,-1.015,0.029,-20.000,10.000,-28.000,-0.143,0.397,0.787,0.77,-2.64,-2.89
0.100,-0.270,-1.005,-0.040,-21.000,9.000,-27.000,-0.289,0.182,1.169,0.70,-2.54,-3.00
0.101,-0.166,-0.991,-0.145,-21.000,9.000,-21.000,-0.083,0.247,1.050,0.62,-2.49,-3.08
0.101,-0.065,-1.178,-0.137,-25.000,9.000,-20.000,0.055,0.033,0.858,0.57,-2.47,3.13
0.101,0.041,-0.951,-0.140,-28.000,1.000,-14.000,-0.129,-0.012,1.354,0.48,-2.40,3.01
0.100,0.174,-1.074,-0.035,-31.000,-2.000,-19.000,-0.047,-0.292,1.397,0.40,-2.35,2.88
0.101,0.301,-1.049,0.109,-32.000,-10.000,-14.000,-0.362,-0.362,1.392,0.33,-2.28,2.76
0.101,0.464,-0.926,-0.024,-31.000,-17.000,-16.000,-0.500,-0.355,1.715,0.21,-2.19,2.62
0.100,0.586,-0.859,-0.102,-31.000,-24.000,-17.000,0.043,-0.308,1.571,0.09,-2.18,2.51
0.101,0.724,-0.720,0.105,-27.000,-31.000,-12.000,-0.187,-0.182,1.522,-0.03,-2.16,2.41
0.111,0.797,-0.618,0.100,-24.000,-36.000,-11.000,-0.469,-0.048,1.685,-0.19,-2.12,2.31
0.090,0.862,-0.404,0.208,-18.000,-41.000,-17.000,-0.248,0.034,1.955,-0.35,-2.12,2.21
0.100,0.864,0.051,0.184,-9.000,-47.000,-11.000,-0.054,0.088,2.721,-0.59,-2.18,2.06
0.100,0.852,0.418,0.111,0.000,-47.000,-14.000,-0.575,0.346,2.353,-0.81,-2.20,1.92
0.091,0.721,0.523,-0.047,8.000,-46.000,-15.000,-0.574,0.501,2.818,-1.04,-2.31,1.72
0.101,0.628,0.825,-0.116,16.000,-44.000,-14.000,-0.507,0.379,2.635,-1.23,-2.65,1.28
0.101,0.599,0.795,-0.094,22.000,-38.000,-24.000,-0.313,0.245,1.717,-1.30,-3.12,0.75
0.111,0.522,0.818,-0.188,24.000,-36.000,-20.000,-0.199,0.283,0.913,-1.31,2.84,0.39
0.091,0.479,0.873,-0.117,25.000,-33.000,-23.000,-0.259,0.393,1.060,-1.30,2.53,0.04
0.101,0.333,0.880,-0.099,29.000,-32.000,-25.000,-0.377,0.495,1.718,-1.21,2.13,-0.43
0.100,0.043,1.256,-0.159,33.000,-23.000,-28.000,-0.278,0.518,2.761,-0.98,1.86,-0.76
0.101,-0.092,1.117,-0.354,38.000,-17.000,-27.000,-0.264,0.471,1.701,-0.83,1.79,-0.89
0.101,-0.123,1.069,-0.321,36.000,-13.000,-32.000,-0.504,0.208,0.800,-0.77,1.82,-0.93
0.101,-0.232,1.218,-0.553,35.000,-8.000,-32.000,-0.344,0.769,1.207,-0.67,1.78,-1.06
0.101,-0.273,0.902,-0.473,38.000,-4.000,-35.000,-0.381,0.779,0.555,-0.63,1.77,-1.16
0.101,-0.384,0.851,-0.378,32.000,-2.000,-34.000,-0.348,0.765,0.822,-0.57,1.75,-1.26
0.101,-0.464,0.872,-0.422,32.000,2.000,-34.000,-0.532,0.973,0.349,-0.55,1.75,-1.37
0.100,-0.573,0.767,-0.542,30.000,5.000,-36.000,-0.501,1.304,-0.127,-0.58,1.73,-1.51
0.111,-0.536,0.634,-0.354,27.000,5.000,-30.000,-0.405,0.925,-0.032,-0.60,1.71,-1.63
0.090,-0.541,1.075,-0.219,26.000,13.000,-33.000,-0.037,0.667,0.114,-0.60,1.68,-1.70
0.101,-0.641,1.170,-0.124,26.000,11.000,-31.000,-0.546,-0.040,-0.570,-0.66,1.75,-1.68
0.091,-0.546,0.808,-0.243,27.000,10.000,-32.000,-0.200,-0.270,-1.273,-0.77,1.81,-1.61
0.100,-0.420,0.931,-0.156,31.000,4.000,-33.000,0.095,-0.584,-1.338,-0.88,1.92,-1.46
0.101,-0.345,0.822,-0.243,32.000,-2.000,-34.000,-0.363,-0.897,-2.512,-1.06,2.28,-1.08
0.111,0.001,0.932,-0.163,34.000,-8.000,-37.000,0.015,-0.699,-1.452,-1.11,2.65,-0.67
0.090,0.085,1.068,-0.209,30.000,-14.000,-34.000,0.061,-0.610,-2.059,-1.10,3.06,-0.21
0.101,0.315,0.841,-0.143,28.000,-22.000,-27.000,-0.177,-0.909,-1.844,-0.98,-2.87,0.17
0.101,0.445,0.616,-0.199,25.000,-25.000,-31.000,-0.287,-0.396,-2.680,-0.82,-2.53,0.54
0.101,0.586,0.722,0.002,22.000,-30.000,-38.000,0.200,-0.060,-2.645,-0.64,-2.36,0.81
0.101,0.734,0.239,-0.124,12.000,-36.000,-30.000,-0.031,0.618,-2.565,-0.49,-2.22,1.06
0.111,0.818,0.027,-0.291,6.000,-33.000,-36.000,0.606,0.658,-1.830,-0.39,-2.20,1.25
0.091,0.766,-0.214,-0.490,4.000,-30.000,-39.000,0.378,0.590,-1.653,-0.30,-2.20,1.39
0.101,0.779,-0.060,-0.359,-1.000,-26.000,-42.000,-0.014,0.520,-1.607,-0.21,-2.16,1.53
0.100,0.805,-0.360,-0.361,-4.000,-26.000,-37.000,-0.505,0.658,-1.341,-0.14,-2.09,1.66
0.101,0.709,-0.426,-0.646,-8.000,-22.000,-36.000,-0.184,0.686,-0.835,-0.11,-2.07,1.76
0.101,0.615,-0.324,-0.443,-9.000,-18.000,-36.000,-0.242,0.858,-1.206,-0.05,-2.04,1.90
0.101,0.517,-0.253,-0.386,-10.000,-12.000,-37.000,-0.282,0.924,-1.138,0.01,-2.02,2.03
0.101,0.369,-0.668,-0.702,-10.000,-6.000,-38.000,-0.142,0.839,-0.640,0.02,-2.02,2.14
